"","Federal.Provider.Number","Provider.Name","Survey.Date","Deficiency.Tag.Number","Deficiency.Category","Deficiency.Description","Deficiency.Corrected","Scope.Severity.Code","Correction.Date","total_deaths","State","Geolocation"
"746","265159","MARY, QUEEN AND MOTHER CENTER","05/02/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","06/16/2017",22,"MO","POINT (-90.329361 38.576864)"
"747","265159","MARY, QUEEN AND MOTHER CENTER","05/02/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","06/16/2017",23,"MO","POINT (-90.329361 38.576864)"
"748","265159","MARY, QUEEN AND MOTHER CENTER","05/02/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","06/16/2017",26,"MO","POINT (-90.329361 38.576864)"
"749","265159","MARY, QUEEN AND MOTHER CENTER","05/02/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","06/16/2017",24,"MO","POINT (-90.329361 38.576864)"
"750","265318","NHC HEALTHCARE, MARYLAND HEIGHTS","03/08/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","04/14/2017",33,"MO","POINT (-90.418973 38.724161)"
"751","265318","NHC HEALTHCARE, MARYLAND HEIGHTS","03/08/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","04/14/2017",24,"MO","POINT (-90.418973 38.724161)"
"752","265318","NHC HEALTHCARE, MARYLAND HEIGHTS","03/08/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","04/14/2017",21,"MO","POINT (-90.418973 38.724161)"
"753","265318","NHC HEALTHCARE, MARYLAND HEIGHTS","03/08/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","04/14/2017",28,"MO","POINT (-90.418973 38.724161)"
"754","265318","NHC HEALTHCARE, MARYLAND HEIGHTS","03/08/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","04/14/2017",31,"MO","POINT (-90.418973 38.724161)"
"755","265351","ALEXIAN BROTHERS LANSDOWNE VILLAGE","10/13/2017",526,"Administration Deficiencies","Arrange for the provision of hospice services or assist the resident in transferring to a facility that will arrange for the provision of hospice services.","Deficient, Provider has date of correction","E","11/27/2017",21,"MO","POINT (-90.272371 38.587216)"
"756","265351","ALEXIAN BROTHERS LANSDOWNE VILLAGE","08/14/2018",849,"Administration Deficiencies","Arrange for the provision of hospice services or assist the resident in transferring to a facility that will arrange for the provision of hospice services.","Deficient, Provider has date of correction","D","09/28/2018",21,"MO","POINT (-90.272371 38.587216)"
"757","265486","STONEBRIDGE MARYLAND HEIGHTS","10/29/2018",849,"Administration Deficiencies","Arrange for the provision of hospice services or assist the resident in transferring to a facility that will arrange for the provision of hospice services.","Deficient, Provider has date of correction","D","12/05/2018",21,"MO","POINT (-90.434274 38.728219)"
"758","265534","HERITAGE CARE CENTER","08/28/2017",502,"Administration Deficiencies","Give or get quality laboratory services/tests in a timely manner to meet the needs of residents.","Deficient, Provider has date of correction","D","10/12/2017",30,"MO","POINT (-90.317413 38.71908)"
"759","265534","HERITAGE CARE CENTER","08/28/2017",502,"Administration Deficiencies","Give or get quality laboratory services/tests in a timely manner to meet the needs of residents.","Deficient, Provider has date of correction","D","10/12/2017",23,"MO","POINT (-90.317413 38.71908)"
"760","265534","HERITAGE CARE CENTER","08/28/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","E","10/12/2017",30,"MO","POINT (-90.317413 38.71908)"
"761","265534","HERITAGE CARE CENTER","08/28/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","E","10/12/2017",23,"MO","POINT (-90.317413 38.71908)"
"762","285082","CONTINENTAL SPRINGS, LLC","04/12/2018",838,"Administration Deficiencies","Conduct and document a facility-wide assessment to determine what resources are necessary to care for residents competently during both day-to-day operations and emergencies.","Deficient, Provider has date of correction","F","05/27/2018",21,"NE","POINT (-96.404169 42.459356)"
"763","285082","CONTINENTAL SPRINGS, LLC","04/12/2018",838,"Administration Deficiencies","Conduct and document a facility-wide assessment to determine what resources are necessary to care for residents competently during both day-to-day operations and emergencies.","Deficient, Provider has date of correction","F","05/27/2018",38,"NE","POINT (-96.404169 42.459356)"
"764","285082","CONTINENTAL SPRINGS, LLC","04/12/2018",838,"Administration Deficiencies","Conduct and document a facility-wide assessment to determine what resources are necessary to care for residents competently during both day-to-day operations and emergencies.","Deficient, Provider has date of correction","F","05/27/2018",29,"NE","POINT (-96.404169 42.459356)"
"765","295043","LAKESIDE HEALTH & WELLNESS SUITES","01/18/2019",838,"Administration Deficiencies","Conduct and document a facility-wide assessment to determine what resources are necessary to care for residents competently during both day-to-day operations and emergencies.","Deficient, Provider has date of correction","C","01/25/2019",25,"NV","POINT (-119.81263400000002 39.494082)"
"766","295043","LAKESIDE HEALTH & WELLNESS SUITES","01/18/2019",838,"Administration Deficiencies","Conduct and document a facility-wide assessment to determine what resources are necessary to care for residents competently during both day-to-day operations and emergencies.","Deficient, Provider has date of correction","C","01/25/2019",24,"NV","POINT (-119.81263400000002 39.494082)"
"767","295043","LAKESIDE HEALTH & WELLNESS SUITES","01/18/2019",838,"Administration Deficiencies","Conduct and document a facility-wide assessment to determine what resources are necessary to care for residents competently during both day-to-day operations and emergencies.","Deficient, Provider has date of correction","C","01/25/2019",23,"NV","POINT (-119.81263400000002 39.494082)"
"768","295043","LAKESIDE HEALTH & WELLNESS SUITES","07/11/2019",849,"Administration Deficiencies","Arrange for the provision of hospice services or assist the resident in transferring to a facility that will arrange for the provision of hospice services.","Deficient, Provider has date of correction","D","08/30/2019",25,"NV","POINT (-119.81263400000002 39.494082)"
"769","295043","LAKESIDE HEALTH & WELLNESS SUITES","07/11/2019",849,"Administration Deficiencies","Arrange for the provision of hospice services or assist the resident in transferring to a facility that will arrange for the provision of hospice services.","Deficient, Provider has date of correction","D","08/30/2019",24,"NV","POINT (-119.81263400000002 39.494082)"
"770","295043","LAKESIDE HEALTH & WELLNESS SUITES","07/11/2019",849,"Administration Deficiencies","Arrange for the provision of hospice services or assist the resident in transferring to a facility that will arrange for the provision of hospice services.","Deficient, Provider has date of correction","D","08/30/2019",23,"NV","POINT (-119.81263400000002 39.494082)"
"771","295083","THE HEIGHTS OF SUMMERLIN, LLC","12/04/2018",838,"Administration Deficiencies","Conduct and document a facility-wide assessment to determine what resources are necessary to care for residents competently during both day-to-day operations and emergencies.","Deficient, Provider has date of correction","D","01/14/2019",27,"NV","POINT (-115.32419199999998 36.160753)"
"772","295083","THE HEIGHTS OF SUMMERLIN, LLC","12/04/2018",838,"Administration Deficiencies","Conduct and document a facility-wide assessment to determine what resources are necessary to care for residents competently during both day-to-day operations and emergencies.","Deficient, Provider has date of correction","D","01/14/2019",28,"NV","POINT (-115.32419199999998 36.160753)"
"773","305005","GREENBRIAR HEALTHCARE","10/28/2019",865,"Administration Deficiencies","Have a  plan that describes the process for conducting QAPI and QAA activities.","Deficient, Provider has date of correction","B","12/10/2019",39,"NH","POINT (-71.474077 42.731884)"
"774","305005","GREENBRIAR HEALTHCARE","10/28/2019",865,"Administration Deficiencies","Have a  plan that describes the process for conducting QAPI and QAA activities.","Deficient, Provider has date of correction","B","12/10/2019",33,"NH","POINT (-71.474077 42.731884)"
"775","305005","GREENBRIAR HEALTHCARE","10/28/2019",865,"Administration Deficiencies","Have a  plan that describes the process for conducting QAPI and QAA activities.","Deficient, Provider has date of correction","B","12/10/2019",28,"NH","POINT (-71.474077 42.731884)"
"776","305005","GREENBRIAR HEALTHCARE","10/28/2019",865,"Administration Deficiencies","Have a  plan that describes the process for conducting QAPI and QAA activities.","Deficient, Provider has date of correction","B","12/10/2019",25,"NH","POINT (-71.474077 42.731884)"
"777","305005","GREENBRIAR HEALTHCARE","10/28/2019",865,"Administration Deficiencies","Have a  plan that describes the process for conducting QAPI and QAA activities.","Deficient, Provider has date of correction","B","12/10/2019",35,"NH","POINT (-71.474077 42.731884)"
"778","305048","HILLSBOROUGH COUNTY NURSING HOME","07/20/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/30/2017",42,"NH","POINT (-71.531159 43.007514)"
"779","305048","HILLSBOROUGH COUNTY NURSING HOME","07/20/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/30/2017",43,"NH","POINT (-71.531159 43.007514)"
"780","305048","HILLSBOROUGH COUNTY NURSING HOME","07/20/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/30/2017",38,"NH","POINT (-71.531159 43.007514)"
"781","305048","HILLSBOROUGH COUNTY NURSING HOME","07/20/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/30/2017",28,"NH","POINT (-71.531159 43.007514)"
"782","305048","HILLSBOROUGH COUNTY NURSING HOME","07/20/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/30/2017",37,"NH","POINT (-71.531159 43.007514)"
"783","305048","HILLSBOROUGH COUNTY NURSING HOME","07/20/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/30/2017",22,"NH","POINT (-71.531159 43.007514)"
"784","305048","HILLSBOROUGH COUNTY NURSING HOME","07/20/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/30/2017",41,"NH","POINT (-71.531159 43.007514)"
"785","305052","RIDGEWOOD CENTER, GENESIS HEALTHCARE","10/31/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","E","12/12/2017",24,"NH","POINT (-71.483838 42.959395)"
"786","305052","RIDGEWOOD CENTER, GENESIS HEALTHCARE","10/31/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","E","12/12/2017",22,"NH","POINT (-71.483838 42.959395)"
"787","315060","ST MARY'S CENTER FOR REHABILITATION & HEALTHCARE","02/13/2018",776,"Administration Deficiencies","Provide timely, approved x-ray services, or have an agreement with an approved provider to obtain them.","Deficient, Provider has date of correction","D","03/25/2018",22,"NJ","POINT (-74.964259 39.884098)"
"788","315174","DEPTFORD CENTER FOR REHABILITATION AND HEALTHCARE","07/18/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/04/2017",33,"NJ","POINT (-75.106544 39.830853)"
"789","315174","DEPTFORD CENTER FOR REHABILITATION AND HEALTHCARE","07/18/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/04/2017",31,"NJ","POINT (-75.106544 39.830853)"
"790","315174","DEPTFORD CENTER FOR REHABILITATION AND HEALTHCARE","07/18/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/04/2017",28,"NJ","POINT (-75.106544 39.830853)"
"791","315174","DEPTFORD CENTER FOR REHABILITATION AND HEALTHCARE","07/18/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/04/2017",26,"NJ","POINT (-75.106544 39.830853)"
"792","315174","DEPTFORD CENTER FOR REHABILITATION AND HEALTHCARE","07/18/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/04/2017",32,"NJ","POINT (-75.106544 39.830853)"
"793","315174","DEPTFORD CENTER FOR REHABILITATION AND HEALTHCARE","07/18/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/04/2017",29,"NJ","POINT (-75.106544 39.830853)"
"794","315174","DEPTFORD CENTER FOR REHABILITATION AND HEALTHCARE","07/18/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/04/2017",23,"NJ","POINT (-75.106544 39.830853)"
"795","315187","VOORHEES CARE & REHABILITATION CENTER, THE","08/02/2019",835,"Administration Deficiencies","Administer the facility in a manner that enables it to use its resources effectively and efficiently.","Deficient, Provider has date of correction","F","10/02/2019",25,"NJ","POINT (-74.96919 39.849671)"
"796","315187","VOORHEES CARE & REHABILITATION CENTER, THE","08/02/2019",835,"Administration Deficiencies","Administer the facility in a manner that enables it to use its resources effectively and efficiently.","Deficient, Provider has date of correction","F","10/02/2019",24,"NJ","POINT (-74.96919 39.849671)"
"797","315187","VOORHEES CARE & REHABILITATION CENTER, THE","08/02/2019",835,"Administration Deficiencies","Administer the facility in a manner that enables it to use its resources effectively and efficiently.","Deficient, Provider has date of correction","F","10/02/2019",22,"NJ","POINT (-74.96919 39.849671)"
"798","315187","VOORHEES CARE & REHABILITATION CENTER, THE","08/02/2019",835,"Administration Deficiencies","Administer the facility in a manner that enables it to use its resources effectively and efficiently.","Deficient, Provider has date of correction","F","10/02/2019",21,"NJ","POINT (-74.96919 39.849671)"
"799","315209","HAMMONTON CENTER FOR REHABILITATION AND HEALTHCARE","05/26/2017",492,"Administration Deficiencies","Operate and  provide services according to Federal, State, and local laws and professional standards.","Deficient, Provider has date of correction","E","07/04/2017",24,"NJ","POINT (-74.790597 39.648829)"
"800","315209","HAMMONTON CENTER FOR REHABILITATION AND HEALTHCARE","05/26/2017",492,"Administration Deficiencies","Operate and  provide services according to Federal, State, and local laws and professional standards.","Deficient, Provider has date of correction","E","07/04/2017",23,"NJ","POINT (-74.790597 39.648829)"
"801","315209","HAMMONTON CENTER FOR REHABILITATION AND HEALTHCARE","05/26/2017",492,"Administration Deficiencies","Operate and  provide services according to Federal, State, and local laws and professional standards.","Deficient, Provider has date of correction","E","07/04/2017",25,"NJ","POINT (-74.790597 39.648829)"
"802","315209","HAMMONTON CENTER FOR REHABILITATION AND HEALTHCARE","05/26/2017",492,"Administration Deficiencies","Operate and  provide services according to Federal, State, and local laws and professional standards.","Deficient, Provider has date of correction","E","07/04/2017",26,"NJ","POINT (-74.790597 39.648829)"
"803","315221","COMPLETE CARE AT HAMILTON, LLC","05/26/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","B","06/30/2017",81,"NJ","POINT (-74.124256 40.863949)"
"804","315221","COMPLETE CARE AT HAMILTON, LLC","05/26/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","B","06/30/2017",29,"NJ","POINT (-74.124256 40.863949)"
"805","315221","COMPLETE CARE AT HAMILTON, LLC","05/26/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","B","06/30/2017",50,"NJ","POINT (-74.124256 40.863949)"
"806","315221","COMPLETE CARE AT HAMILTON, LLC","05/26/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","B","06/30/2017",30,"NJ","POINT (-74.124256 40.863949)"
"807","315221","COMPLETE CARE AT HAMILTON, LLC","05/26/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","B","06/30/2017",40,"NJ","POINT (-74.124256 40.863949)"
"808","315221","COMPLETE CARE AT HAMILTON, LLC","05/26/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","B","06/30/2017",82,"NJ","POINT (-74.124256 40.863949)"
"809","315221","COMPLETE CARE AT HAMILTON, LLC","05/26/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","B","06/30/2017",70,"NJ","POINT (-74.124256 40.863949)"
"810","315221","COMPLETE CARE AT HAMILTON, LLC","05/26/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","B","06/30/2017",22,"NJ","POINT (-74.124256 40.863949)"
"811","315223","HAMILTON CONTINUING CARE","09/26/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","10/27/2017",40,"NJ","POINT (-74.657718 40.250528)"
"812","315223","HAMILTON CONTINUING CARE","09/26/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","10/27/2017",39,"NJ","POINT (-74.657718 40.250528)"
"813","315223","HAMILTON CONTINUING CARE","09/26/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","10/27/2017",37,"NJ","POINT (-74.657718 40.250528)"
"814","315223","HAMILTON CONTINUING CARE","09/26/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","10/27/2017",38,"NJ","POINT (-74.657718 40.250528)"
"815","315224","FOREST MANOR HCC","06/09/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","07/14/2017",24,"NJ","POINT (-74.927541 40.921829)"
"816","315224","FOREST MANOR HCC","06/09/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","07/14/2017",25,"NJ","POINT (-74.927541 40.921829)"
"817","315224","FOREST MANOR HCC","06/09/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","07/14/2017",23,"NJ","POINT (-74.927541 40.921829)"
"818","315224","FOREST MANOR HCC","06/09/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","07/14/2017",21,"NJ","POINT (-74.927541 40.921829)"
"819","315224","FOREST MANOR HCC","06/09/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","07/14/2017",22,"NJ","POINT (-74.927541 40.921829)"
"820","315224","FOREST MANOR HCC","09/26/2018",835,"Administration Deficiencies","Administer the facility in a manner that enables it to use its resources effectively and efficiently.","Deficient, Provider has date of correction","E","11/09/2018",24,"NJ","POINT (-74.927541 40.921829)"
"821","315224","FOREST MANOR HCC","09/26/2018",835,"Administration Deficiencies","Administer the facility in a manner that enables it to use its resources effectively and efficiently.","Deficient, Provider has date of correction","E","11/09/2018",25,"NJ","POINT (-74.927541 40.921829)"
"822","315224","FOREST MANOR HCC","09/26/2018",835,"Administration Deficiencies","Administer the facility in a manner that enables it to use its resources effectively and efficiently.","Deficient, Provider has date of correction","E","11/09/2018",23,"NJ","POINT (-74.927541 40.921829)"
"823","315224","FOREST MANOR HCC","09/26/2018",835,"Administration Deficiencies","Administer the facility in a manner that enables it to use its resources effectively and efficiently.","Deficient, Provider has date of correction","E","11/09/2018",21,"NJ","POINT (-74.927541 40.921829)"
"824","315224","FOREST MANOR HCC","09/26/2018",835,"Administration Deficiencies","Administer the facility in a manner that enables it to use its resources effectively and efficiently.","Deficient, Provider has date of correction","E","11/09/2018",22,"NJ","POINT (-74.927541 40.921829)"
"825","315243","MILLVILLE CENTER","01/28/2019",837,"Administration Deficiencies","Establish a governing body that is legally responsible for establishing and implementing policies for managing and operating the facility and appoints a properly licensed administrator responsible for managing the facility.","Deficient, Provider has date of correction","D","03/04/2019",22,"NJ","POINT (-75.041764 39.415419)"
"826","315243","MILLVILLE CENTER","01/28/2019",837,"Administration Deficiencies","Establish a governing body that is legally responsible for establishing and implementing policies for managing and operating the facility and appoints a properly licensed administrator responsible for managing the facility.","Deficient, Provider has date of correction","D","03/04/2019",27,"NJ","POINT (-75.041764 39.415419)"
"827","315243","MILLVILLE CENTER","01/28/2019",837,"Administration Deficiencies","Establish a governing body that is legally responsible for establishing and implementing policies for managing and operating the facility and appoints a properly licensed administrator responsible for managing the facility.","Deficient, Provider has date of correction","D","03/04/2019",21,"NJ","POINT (-75.041764 39.415419)"
"828","315243","MILLVILLE CENTER","01/28/2019",837,"Administration Deficiencies","Establish a governing body that is legally responsible for establishing and implementing policies for managing and operating the facility and appoints a properly licensed administrator responsible for managing the facility.","Deficient, Provider has date of correction","D","03/04/2019",23,"NJ","POINT (-75.041764 39.415419)"
"829","315243","MILLVILLE CENTER","01/28/2019",837,"Administration Deficiencies","Establish a governing body that is legally responsible for establishing and implementing policies for managing and operating the facility and appoints a properly licensed administrator responsible for managing the facility.","Deficient, Provider has date of correction","D","03/04/2019",25,"NJ","POINT (-75.041764 39.415419)"
"830","315279","JFK HARTWYCK AT EDISON ESTATES","01/13/2017",502,"Administration Deficiencies","Give or get quality laboratory services/tests in a timely manner to meet the needs of residents.","Deficient, Provider has date of correction","E","01/27/2017",27,"NJ","POINT (-74.411059 40.525964)"
"831","315280","SILVER HEALTHCARE CENTER","03/31/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","05/11/2017",24,"NJ","POINT (-75.01785 39.891866)"
"832","315280","SILVER HEALTHCARE CENTER","03/31/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","05/11/2017",22,"NJ","POINT (-75.01785 39.891866)"
"833","315280","SILVER HEALTHCARE CENTER","03/31/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","05/11/2017",23,"NJ","POINT (-75.01785 39.891866)"
"834","315280","SILVER HEALTHCARE CENTER","03/31/2017",492,"Administration Deficiencies","Operate and  provide services according to Federal, State, and local laws and professional standards.","Deficient, Provider has date of correction","D","05/11/2017",24,"NJ","POINT (-75.01785 39.891866)"
"835","315280","SILVER HEALTHCARE CENTER","03/31/2017",492,"Administration Deficiencies","Operate and  provide services according to Federal, State, and local laws and professional standards.","Deficient, Provider has date of correction","D","05/11/2017",22,"NJ","POINT (-75.01785 39.891866)"
"836","315280","SILVER HEALTHCARE CENTER","03/31/2017",492,"Administration Deficiencies","Operate and  provide services according to Federal, State, and local laws and professional standards.","Deficient, Provider has date of correction","D","05/11/2017",23,"NJ","POINT (-75.01785 39.891866)"
"837","315291","ATRIUM POST ACUTE CARE OF WAYNEVIEW","01/23/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","E","02/06/2017",21,"NJ",""
"838","315303","MORRIS VIEW HEALTHCARE CENTER","03/15/2018",849,"Administration Deficiencies","Arrange for the provision of hospice services or assist the resident in transferring to a facility that will arrange for the provision of hospice services.","Deficient, Provider has date of correction","D","04/12/2018",27,"NJ","POINT (-74.521451 40.832486)"
"839","315303","MORRIS VIEW HEALTHCARE CENTER","03/15/2018",849,"Administration Deficiencies","Arrange for the provision of hospice services or assist the resident in transferring to a facility that will arrange for the provision of hospice services.","Deficient, Provider has date of correction","D","04/12/2018",26,"NJ","POINT (-74.521451 40.832486)"
"840","315303","MORRIS VIEW HEALTHCARE CENTER","03/15/2018",849,"Administration Deficiencies","Arrange for the provision of hospice services or assist the resident in transferring to a facility that will arrange for the provision of hospice services.","Deficient, Provider has date of correction","D","04/12/2018",28,"NJ","POINT (-74.521451 40.832486)"
"841","315338","MORRIS HALL/ST JOSEPH'S NURSING CENTER","10/06/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","10/10/2017",23,"NJ","POINT (-74.738353 40.288362)"
"842","315338","MORRIS HALL/ST JOSEPH'S NURSING CENTER","10/06/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","10/10/2017",28,"NJ","POINT (-74.738353 40.288362)"
"843","315338","MORRIS HALL/ST JOSEPH'S NURSING CENTER","10/06/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","10/10/2017",27,"NJ","POINT (-74.738353 40.288362)"
"844","315338","MORRIS HALL/ST JOSEPH'S NURSING CENTER","10/06/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","10/10/2017",26,"NJ","POINT (-74.738353 40.288362)"
"845","315338","MORRIS HALL/ST JOSEPH'S NURSING CENTER","10/06/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","10/10/2017",24,"NJ","POINT (-74.738353 40.288362)"
"846","315346","N J VETERANS MEM HOME PARAMUS","10/11/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","B","11/01/2017",77,"NJ","POINT (-74.06173 40.95946)"
"847","315346","N J VETERANS MEM HOME PARAMUS","10/11/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","B","11/01/2017",79,"NJ","POINT (-74.06173 40.95946)"
"848","315346","N J VETERANS MEM HOME PARAMUS","10/11/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","B","11/01/2017",78,"NJ","POINT (-74.06173 40.95946)"
"849","315358","MEADOWVIEW NURSING AND REHABILITATION CENTER","04/26/2019",868,"Administration Deficiencies","Have the Quality Assessment and Assurance group have the required members and meet at least quarterly","Deficient, Provider has date of correction","D","06/01/2019",145,"NJ","POINT (-74.542164 39.378435)"
"850","315358","MEADOWVIEW NURSING AND REHABILITATION CENTER","04/26/2019",868,"Administration Deficiencies","Have the Quality Assessment and Assurance group have the required members and meet at least quarterly","Deficient, Provider has date of correction","D","06/01/2019",36,"NJ","POINT (-74.542164 39.378435)"
"851","315358","MEADOWVIEW NURSING AND REHABILITATION CENTER","04/26/2019",868,"Administration Deficiencies","Have the Quality Assessment and Assurance group have the required members and meet at least quarterly","Deficient, Provider has date of correction","D","06/01/2019",32,"NJ","POINT (-74.542164 39.378435)"
"852","315358","MEADOWVIEW NURSING AND REHABILITATION CENTER","04/26/2019",868,"Administration Deficiencies","Have the Quality Assessment and Assurance group have the required members and meet at least quarterly","Deficient, Provider has date of correction","D","06/01/2019",90,"NJ","POINT (-74.542164 39.378435)"
"853","315358","MEADOWVIEW NURSING AND REHABILITATION CENTER","04/26/2019",868,"Administration Deficiencies","Have the Quality Assessment and Assurance group have the required members and meet at least quarterly","Deficient, Provider has date of correction","D","06/01/2019",35,"NJ","POINT (-74.542164 39.378435)"
"854","315358","MEADOWVIEW NURSING AND REHABILITATION CENTER","04/26/2019",868,"Administration Deficiencies","Have the Quality Assessment and Assurance group have the required members and meet at least quarterly","Deficient, Provider has date of correction","D","06/01/2019",63,"NJ","POINT (-74.542164 39.378435)"
